alumno_id,horas_estudio_sem,asistencia_pct,participacion_clase,num_tareas_entregadas,promedio_examenes_parciales,acceso_internet,nivel_socioeconomico,horas_trabajo_sem,num_reprobadas_previas,modalidad,tutor_asignado,nota_final,resultado
20296,15.0,90.8,ALTA,10,55.31,NO,bajo,1,6,en línea,1,78.75,Bueno
20297,,49.7,ALTA,8,35.47,NO,bajo,26,5,en línea,1,74.2,Suficiente
20298,26.0,98.0,alta,11,83.32,No,,46,1,Presencial,0,92.97,Excelente
20299,48.0,82.3,ALTA,19,50.98,Si,Medio,21,7,EN LÍNEA,0,80.76,Bueno
20300,,51.3,1,4,57.49,NO,Alto,32,7,Presencial,1,75.74,Bueno
20301,36.0,60.0,ALTA,18,75.96,Si,,0,4,presencial,0,92.29,Excelente
20302,31.0,77.9,1,4,98.73,,MEDIO,43,1,híbrido,1,100.0,Excelente
20303,5.0,40.4,2,13,33.04,No,Medio,22,0,EN LÍNEA,0,30.03,Reprobado
20304,,94.4,alta,19,33.66,1,Alto,25,4,EN LÍNEA,0,57.63,Reprobado
20305,1.0,39.6,0,3,52.72,si,Bajo,37,5,híbrido,0,46.92,Reprobado
20306,8.0,72.2,ALTA,19,83.0,,,46,4,EN LÍNEA,1,78.11,Bueno
20307,45.0,44.6,2,8,92.5,No,Bajo,19,2,presencial,0,99.64,Excelente
20308,21.0,77.2,media,13,37.34,si,,34,1,Presencial,0,57.35,Reprobado
20309,33.0,56.7,alta,5,53.76,0,MEDIO,15,0,Presencial,1,63.74,Suficiente
20310,40.0,39.2,alta,15,53.48,0,Alto,19,0,en línea,0,66.34,Suficiente
20311,36.0,32.0,Baja,2,47.45,Si,,13,0,híbrido,0,68.34,Suficiente
20312,4.0,79.1,Alta,8,79.92,,bajo,7,1,híbrido,1,63.16,Suficiente
20313,15.0,54.6,ALTA,9,66.12,Si,Medio,38,7,en línea,1,56.93,Reprobado
20314,21.0,51.3,Media,17,32.23,si,Bajo,40,0,en línea,0,52.46,Reprobado
20315,47.0,57.9,Media,1,33.18,si,bajo,6,6,presencial,0,58.92,Reprobado
20316,0.0,50.4,2,7,62.73,NO,bajo,12,6,presencial,1,33.28,Reprobado
20317,5.0,42.1,Baja,11,48.89,1,Medio,42,0,Presencial,0,24.16,Reprobado
20318,11.0,91.6,media,12,33.35,Si,bajo,5,6,híbrido,1,34.54,Reprobado
20319,46.0,88.2,0,4,44.69,,Bajo,16,6,en línea,1,79.38,Bueno
20320,24.0,46.3,Media,12,36.87,,Medio,19,2,presencial,0,45.06,Reprobado
20321,43.0,35.1,Alta,3,91.11,No,bajo,14,0,presencial,0,94.13,Excelente
20322,26.0,88.8,1,0,46.83,No,bajo,36,4,en línea,0,55.89,Reprobado
20323,9.0,73.9,Alta,12,68.24,1,bajo,30,4,híbrido,0,60.33,Suficiente
20324,5.0,49.3,Media,11,33.57,No,Medio,2,6,EN LÍNEA,0,39.44,Reprobado
20325,46.0,40.7,1,4,84.62,0,bajo,41,5,EN LÍNEA,1,82.94,Bueno
20326,5.0,45.6,ALTA,10,34.29,NO,Bajo,43,0,en línea,0,24.74,Reprobado
20327,,83.0,media,2,44.06,Si,Bajo,47,1,Presencial,0,48.69,Reprobado
20328,36.0,44.1,Baja,9,76.65,NO,MEDIO,47,7,híbrido,1,70.68,Suficiente
20329,17.0,83.2,alta,7,98.27,No,Alto,25,5,presencial,1,91.57,Excelente
20330,7.0,48.5,1,18,44.42,NO,MEDIO,34,1,presencial,0,39.28,Reprobado
20331,35.0,68.2,1,17,33.68,si,Medio,44,7,en línea,1,55.6,Reprobado
20332,49.0,48.0,media,10,57.11,Si,,34,5,en línea,0,91.01,Excelente
20333,35.0,87.1,alta,2,,Si,Medio,19,3,en línea,1,93.38,Excelente
20334,6.0,99.2,Alta,12,78.43,0,,19,4,presencial,0,54.67,Reprobado
20335,36.0,92.9,Baja,16,89.17,1,Alto,26,2,presencial,0,97.44,Excelente
20336,22.0,92.8,Media,12,60.31,si,Medio,23,2,híbrido,1,61.36,Suficiente
20337,7.0,61.1,Baja,5,78.9,No,Bajo,26,2,presencial,1,62.4,Suficiente
20338,22.0,81.6,2,15,44.24,No,Alto,43,4,híbrido,1,64.06,Suficiente
20339,44.0,56.8,Media,19,95.07,NO,Bajo,34,2,en línea,1,100.0,Excelente
20340,5.0,86.2,alta,13,56.29,1,MEDIO,20,5,híbrido,0,47.55,Reprobado
20341,19.0,30.6,Media,15,40.03,0,MEDIO,46,5,Presencial,1,26.75,Reprobado
20342,,36.4,Baja,7,56.62,No,Bajo,33,1,presencial,1,83.23,Bueno
20343,26.0,31.0,Baja,8,42.09,NO,bajo,37,4,híbrido,0,46.41,Reprobado
20344,1.0,84.5,alta,13,53.64,,bajo,20,2,EN LÍNEA,0,48.52,Reprobado
20345,,75.0,1,3,84.16,NO,Alto,32,0,EN LÍNEA,0,80.03,Bueno
20346,7.0,62.8,1,3,37.36,NO,MEDIO,0,3,EN LÍNEA,1,43.77,Reprobado
20347,28.0,93.5,1,14,35.31,0,Alto,33,0,EN LÍNEA,1,49.3,Reprobado
20348,5.0,93.1,alta,15,40.43,si,Bajo,46,4,Presencial,1,46.65,Reprobado
20349,25.0,93.2,2,0,60.02,1,,36,1,presencial,1,69.56,Suficiente
20350,20.0,50.0,2,5,40.07,NO,MEDIO,7,5,Presencial,0,53.21,Reprobado
20351,28.0,82.7,ALTA,4,83.53,No,,16,0,EN LÍNEA,1,89.11,Bueno
20352,27.0,34.3,ALTA,0,,No,Bajo,33,2,Presencial,0,94.99,Excelente
20353,25.0,83.6,Baja,13,94.12,0,Medio,8,0,EN LÍNEA,1,84.91,Bueno
20354,16.0,79.8,ALTA,4,96.1,si,Bajo,31,6,presencial,0,88.2,Bueno
20355,35.0,86.4,ALTA,15,56.76,,Alto,12,0,presencial,1,96.57,Excelente
20356,,39.9,Alta,6,68.81,,Medio,0,1,Presencial,1,100.0,Excelente
20357,6.0,51.4,Alta,11,,0,bajo,36,7,EN LÍNEA,1,64.19,Suficiente
20358,,46.0,0,6,76.04,No,Medio,11,7,híbrido,0,77.78,Bueno
20359,17.0,61.3,Baja,11,32.99,0,Bajo,8,7,Presencial,1,38.96,Reprobado
20360,30.0,33.2,1,2,66.57,si,,31,1,Presencial,1,67.0,Suficiente
20361,49.0,35.3,Baja,2,66.92,1,bajo,19,7,presencial,1,79.08,Bueno
20362,33.0,96.2,Media,9,55.2,Si,,4,2,presencial,0,77.19,Bueno
20363,47.0,99.7,0,3,53.75,1,Alto,43,4,EN LÍNEA,0,92.1,Excelente
20364,20.0,40.9,ALTA,4,63.39,si,Alto,30,0,híbrido,1,57.48,Reprobado
20365,32.0,95.1,0,16,,1,Medio,3,6,presencial,1,68.03,Suficiente
20366,21.0,69.1,0,16,85.76,Si,Medio,28,4,híbrido,0,85.19,Bueno
20367,4.0,70.7,2,19,,,bajo,9,1,EN LÍNEA,1,52.54,Reprobado
20368,35.0,86.8,Alta,16,,si,MEDIO,8,4,Presencial,0,100.0,Excelente
20369,18.0,65.4,media,1,45.84,No,Medio,25,3,presencial,1,75.68,Bueno
20370,44.0,74.2,Baja,1,69.41,No,Alto,1,2,EN LÍNEA,0,81.99,Bueno
20371,,89.5,alta,5,58.15,No,Bajo,2,0,híbrido,0,53.33,Reprobado
20372,3.0,66.2,1,10,64.18,No,,39,1,híbrido,1,50.71,Reprobado
20373,39.0,86.9,media,18,77.65,si,MEDIO,2,0,en línea,0,85.52,Bueno
20374,11.0,30.0,alta,10,67.32,,Alto,20,0,híbrido,0,52.46,Reprobado
20375,1.0,94.5,ALTA,13,61.8,0,bajo,31,1,híbrido,1,54.72,Reprobado
20376,30.0,80.5,Baja,6,82.64,0,Alto,8,5,en línea,0,79.01,Bueno
20377,41.0,44.0,alta,11,91.97,0,Medio,9,5,presencial,1,82.62,Bueno
20378,,91.2,1,13,37.83,1,bajo,21,2,en línea,1,72.44,Suficiente
20379,3.0,76.5,2,11,81.37,No,MEDIO,24,7,Presencial,0,64.66,Suficiente
20380,32.0,50.2,2,0,33.41,No,,2,0,presencial,0,54.61,Reprobado
20381,24.0,74.0,Alta,11,42.06,0,Alto,24,3,híbrido,1,65.8,Suficiente
20382,45.0,99.4,0,0,56.25,1,Alto,22,5,en línea,0,100.0,Excelente
20383,9.0,76.7,2,17,33.9,si,,28,2,híbrido,0,34.78,Reprobado
20384,39.0,76.1,Alta,11,39.42,Si,Alto,17,1,en línea,0,82.98,Bueno
20385,37.0,30.8,Media,13,,si,Alto,46,5,Presencial,0,83.46,Bueno
20386,11.0,72.5,2,16,51.84,1,Alto,29,5,Presencial,0,56.76,Reprobado
20387,49.0,55.5,Baja,12,53.37,si,bajo,25,0,presencial,0,96.41,Excelente
20388,11.0,56.5,Media,0,93.74,NO,MEDIO,6,7,EN LÍNEA,1,71.1,Suficiente
20389,45.0,99.1,alta,8,90.2,Si,bajo,29,7,híbrido,0,100.0,Excelente
20390,40.0,94.1,Baja,3,73.86,1,Medio,9,6,híbrido,1,100.0,Excelente
20391,45.0,85.3,alta,8,72.38,1,MEDIO,36,1,en línea,0,93.18,Excelente
20392,18.0,62.3,Baja,11,,No,Bajo,43,4,en línea,1,69.69,Suficiente
20393,1.0,50.0,media,18,66.81,NO,Alto,38,2,en línea,0,49.08,Reprobado
20394,34.0,51.9,Alta,10,38.7,NO,MEDIO,34,2,Presencial,1,57.65,Reprobado
20395,38.0,88.6,media,16,47.2,No,,2,0,EN LÍNEA,1,84.17,Bueno
20396,40.0,35.3,1,10,,0,MEDIO,3,2,Presencial,0,72.19,Suficiente
20397,28.0,32.6,ALTA,11,30.54,0,MEDIO,36,2,EN LÍNEA,0,47.8,Reprobado
20398,,56.3,2,6,38.37,Si,Medio,42,0,híbrido,1,38.78,Reprobado
20399,31.0,32.6,media,13,42.58,No,Medio,46,5,híbrido,0,60.45,Suficiente
20400,7.0,65.2,ALTA,1,55.75,Si,MEDIO,46,6,en línea,1,60.63,Suficiente
20401,,98.4,Alta,14,50.37,NO,,20,2,híbrido,1,70.08,Suficiente
20402,25.0,80.0,1,14,,No,,42,2,en línea,1,69.0,Suficiente
20403,4.0,47.3,ALTA,18,89.9,1,bajo,10,3,EN LÍNEA,0,52.64,Reprobado
20404,34.0,83.7,media,1,45.97,No,Alto,39,0,en línea,1,79.78,Bueno
20405,3.0,50.4,Alta,19,68.08,NO,bajo,35,7,en línea,1,46.65,Reprobado
20406,20.0,80.0,ALTA,2,55.65,si,MEDIO,34,3,presencial,1,56.28,Reprobado
20407,16.0,58.0,0,11,97.12,Si,Bajo,42,7,EN LÍNEA,0,90.04,Excelente
20408,1.0,33.9,Baja,17,,Si,bajo,18,0,Presencial,0,49.76,Reprobado
20409,36.0,55.6,media,0,63.96,NO,Bajo,2,3,híbrido,0,81.05,Bueno
20410,14.0,47.5,0,3,73.53,,Medio,18,6,híbrido,0,54.35,Reprobado
20411,7.0,89.3,0,3,46.41,Si,Alto,19,0,Presencial,1,39.02,Reprobado
20412,2.0,39.2,0,1,63.85,No,Medio,11,3,presencial,0,60.25,Suficiente
20413,10.0,99.3,media,1,84.62,1,Alto,20,2,híbrido,1,74.38,Suficiente
20414,35.0,38.3,2,13,40.12,Si,MEDIO,3,5,en línea,1,65.92,Suficiente
20415,13.0,57.6,0,10,52.5,No,Medio,13,4,en línea,0,42.74,Reprobado
20416,36.0,82.2,0,19,95.06,1,Bajo,5,3,Presencial,1,100.0,Excelente
20417,16.0,32.1,1,1,38.46,NO,Medio,2,6,híbrido,0,41.76,Reprobado
20418,36.0,33.8,Media,7,,0,MEDIO,5,7,Presencial,1,71.14,Suficiente
20419,49.0,30.0,media,8,40.82,Si,MEDIO,39,6,Presencial,0,70.33,Suficiente
20420,28.0,69.7,media,2,,,bajo,18,2,EN LÍNEA,0,65.41,Suficiente
20421,,34.2,1,4,60.8,si,bajo,44,5,en línea,1,60.81,Suficiente
20422,5.0,52.6,2,19,64.14,1,bajo,38,5,en línea,1,62.73,Suficiente
20423,19.0,62.7,Alta,17,74.45,1,MEDIO,28,1,híbrido,1,78.7,Bueno
20424,3.0,90.5,ALTA,9,99.39,No,Medio,30,6,presencial,0,99.09,Excelente
20425,20.0,34.3,ALTA,0,97.19,si,Bajo,47,6,híbrido,0,72.43,Suficiente
20426,24.0,72.9,media,9,82.24,Si,Alto,2,5,presencial,1,86.87,Bueno
20427,41.0,71.3,alta,4,94.23,NO,Alto,13,4,EN LÍNEA,0,100.0,Excelente
20428,32.0,85.2,2,16,97.12,,MEDIO,40,6,presencial,0,100.0,Excelente
20429,8.0,71.0,alta,17,,No,Alto,0,2,en línea,0,45.54,Reprobado
20430,11.0,96.1,ALTA,6,76.92,Si,Medio,7,6,Presencial,1,68.32,Suficiente
20431,16.0,42.9,ALTA,6,49.3,0,,21,5,Presencial,0,49.75,Reprobado
20432,39.0,45.9,1,5,41.18,0,MEDIO,44,1,EN LÍNEA,1,72.73,Suficiente
20433,33.0,77.4,0,0,31.42,Si,bajo,37,0,en línea,1,61.44,Suficiente
20434,13.0,75.7,media,1,73.88,,MEDIO,1,4,híbrido,1,65.95,Suficiente
20435,40.0,90.9,media,8,79.81,No,MEDIO,29,6,híbrido,1,100.0,Excelente
20436,24.0,46.3,alta,16,70.06,Si,bajo,45,5,híbrido,0,77.49,Bueno
20437,14.0,65.9,0,18,66.88,Si,Medio,33,7,presencial,1,59.76,Reprobado
20438,22.0,34.4,ALTA,18,68.64,si,Medio,16,3,Presencial,0,76.44,Bueno
20439,7.0,57.9,Baja,11,69.52,si,Bajo,3,5,presencial,0,73.34,Suficiente
20440,2.0,47.0,1,9,43.58,Si,MEDIO,7,2,en línea,0,36.4,Reprobado
20441,,89.7,ALTA,4,86.76,Si,Medio,16,5,EN LÍNEA,0,97.64,Excelente
20442,38.0,56.7,alta,0,,Si,MEDIO,26,4,en línea,0,93.49,Excelente
20443,46.0,41.2,media,11,,Si,,25,6,Presencial,0,79.21,Bueno
20444,13.0,32.3,0,7,,NO,MEDIO,47,0,híbrido,1,61.57,Suficiente
20445,7.0,43.9,alta,11,60.5,No,MEDIO,15,5,Presencial,1,44.7,Reprobado
20446,11.0,79.1,ALTA,15,49.3,0,Alto,25,1,en línea,1,59.14,Reprobado
20447,26.0,34.5,media,18,74.03,No,bajo,47,3,presencial,1,68.82,Suficiente
20448,49.0,89.6,2,18,91.28,No,MEDIO,33,3,Presencial,0,100.0,Excelente
20449,43.0,34.0,alta,13,75.24,si,Medio,37,0,presencial,0,77.98,Bueno
20450,11.0,78.6,media,19,50.93,si,MEDIO,23,0,Presencial,0,57.3,Reprobado
20451,8.0,53.7,ALTA,7,34.02,No,Alto,44,0,presencial,1,37.34,Reprobado
20452,36.0,49.9,1,8,35.76,Si,bajo,23,4,en línea,1,60.63,Suficiente
20453,4.0,55.7,0,19,55.0,NO,MEDIO,12,7,Presencial,1,40.72,Reprobado
20454,5.0,44.3,Alta,6,72.09,No,Bajo,40,2,en línea,0,62.29,Suficiente
20455,33.0,66.8,ALTA,3,,0,MEDIO,28,5,presencial,0,96.79,Excelente
20456,49.0,90.9,1,8,61.93,No,bajo,10,7,híbrido,0,95.47,Excelente
20457,2.0,96.4,1,4,82.39,1,bajo,3,0,Presencial,1,80.93,Bueno
20458,14.0,70.5,2,2,30.58,NO,Bajo,19,4,presencial,0,54.65,Reprobado
20459,40.0,32.0,Media,14,73.69,1,bajo,11,7,EN LÍNEA,0,84.87,Bueno
20460,,80.9,2,19,48.27,1,Medio,18,2,híbrido,1,67.7,Suficiente
20461,14.0,49.1,Media,16,92.59,Si,Alto,1,6,presencial,0,83.82,Bueno
20462,26.0,68.0,Baja,13,62.74,si,bajo,13,1,EN LÍNEA,0,83.92,Bueno
20463,20.0,30.2,Alta,1,,,Alto,4,7,en línea,1,79.93,Bueno
20464,18.0,68.6,media,4,65.13,Si,Bajo,33,4,Presencial,0,67.09,Suficiente
20465,0.0,78.6,ALTA,0,60.94,Si,bajo,13,5,EN LÍNEA,1,55.68,Reprobado
20466,6.0,35.1,ALTA,17,30.91,1,,3,2,Presencial,0,23.88,Reprobado
20467,,74.4,ALTA,11,74.43,si,Bajo,40,3,presencial,1,72.21,Suficiente
20468,45.0,49.4,media,0,39.99,si,MEDIO,30,4,en línea,0,67.59,Suficiente
20469,47.0,49.1,0,7,85.42,si,bajo,29,3,presencial,1,96.64,Excelente
20470,5.0,52.0,alta,14,75.66,NO,MEDIO,16,2,en línea,0,57.86,Reprobado
20471,47.0,78.6,2,0,82.64,1,,9,1,presencial,1,100.0,Excelente
20472,46.0,37.3,media,1,90.04,NO,bajo,4,0,híbrido,0,100.0,Excelente
20473,23.0,53.2,ALTA,12,69.04,,Alto,44,3,en línea,0,76.33,Bueno
20474,30.0,55.5,Alta,17,54.1,1,Bajo,4,1,EN LÍNEA,0,73.12,Suficiente
20475,,47.0,Media,5,56.12,NO,Alto,44,0,Presencial,1,67.74,Suficiente
20476,,62.6,2,6,43.9,No,bajo,27,6,presencial,0,45.59,Reprobado
20477,15.0,68.8,2,16,35.66,NO,Medio,27,5,presencial,0,63.06,Suficiente
20478,40.0,94.1,Baja,4,90.15,NO,Bajo,9,0,Presencial,0,100.0,Excelente
20479,10.0,50.2,0,12,62.14,1,bajo,12,5,EN LÍNEA,0,57.12,Reprobado
20480,18.0,70.3,ALTA,1,45.41,Si,Medio,0,0,presencial,1,69.43,Suficiente
20481,8.0,52.9,0,17,79.96,Si,Alto,6,0,en línea,1,70.55,Suficiente
20482,16.0,64.5,2,9,72.69,NO,Bajo,7,4,híbrido,1,79.71,Bueno
20483,35.0,35.1,Alta,12,47.11,No,MEDIO,5,0,híbrido,1,59.06,Reprobado
20484,1.0,65.6,Media,9,40.38,1,MEDIO,20,1,EN LÍNEA,0,42.29,Reprobado
20485,26.0,63.2,Baja,16,83.07,1,Alto,47,1,híbrido,0,72.34,Suficiente
20486,39.0,70.8,2,0,42.96,NO,,10,4,Presencial,1,68.01,Suficiente
20487,34.0,50.2,Media,4,80.24,NO,Bajo,5,7,Presencial,1,100.0,Excelente
20488,,65.3,media,19,32.42,No,,29,4,híbrido,1,45.5,Reprobado
20489,,90.7,Baja,6,53.28,NO,MEDIO,2,6,presencial,0,63.32,Suficiente
20490,9.0,40.1,media,3,55.8,No,bajo,16,2,en línea,0,47.0,Reprobado
20491,13.0,99.4,2,9,60.63,si,MEDIO,47,4,presencial,1,63.48,Suficiente
20492,9.0,46.7,alta,6,67.45,0,,13,6,híbrido,0,47.31,Reprobado
20493,20.0,48.7,Media,19,40.64,si,Bajo,38,0,Presencial,1,52.38,Reprobado
20494,20.0,97.8,media,10,65.81,si,Medio,9,0,en línea,0,77.32,Bueno
20495,7.0,53.6,1,17,78.14,0,Alto,8,1,Presencial,0,68.88,Suficiente
20496,28.0,57.8,0,18,84.16,Si,Medio,0,3,presencial,0,77.47,Bueno
20497,24.0,76.1,2,14,54.57,Si,Alto,22,5,Presencial,0,67.35,Suficiente
20498,14.0,64.1,Media,11,63.63,1,MEDIO,47,5,híbrido,1,56.36,Reprobado
20499,8.0,60.3,Media,7,,NO,Alto,12,4,en línea,0,63.97,Suficiente
20500,44.0,62.1,1,10,,1,bajo,40,2,en línea,0,100.0,Excelente
20501,22.0,78.5,media,17,59.71,si,MEDIO,23,7,híbrido,0,86.63,Bueno
20502,45.0,84.7,alta,19,36.13,0,Bajo,17,3,en línea,1,72.94,Suficiente
20503,46.0,36.6,alta,11,56.07,si,Alto,46,6,híbrido,1,80.6,Bueno
20504,10.0,52.5,Baja,19,99.06,No,Bajo,20,5,presencial,0,74.48,Suficiente
20505,14.0,36.0,media,6,83.98,NO,Alto,14,6,en línea,0,91.07,Excelente
20506,5.0,99.4,Media,19,85.71,0,Medio,35,3,presencial,0,69.88,Suficiente
20507,10.0,83.9,0,17,93.09,si,Bajo,18,1,EN LÍNEA,0,78.03,Bueno
20508,33.0,67.3,media,16,30.2,Si,bajo,41,0,en línea,1,55.01,Reprobado
20509,35.0,77.6,media,16,49.52,No,bajo,11,5,presencial,1,74.59,Suficiente
20510,39.0,43.7,alta,11,70.54,,Alto,31,7,EN LÍNEA,0,82.54,Bueno
20511,10.0,92.5,alta,17,42.69,Si,MEDIO,4,6,en línea,0,61.34,Suficiente
20512,0.0,36.7,media,0,46.14,No,MEDIO,41,4,en línea,0,39.63,Reprobado
20513,18.0,94.2,Alta,12,96.12,1,MEDIO,5,5,Presencial,0,93.77,Excelente
20514,39.0,74.5,Baja,5,99.37,1,MEDIO,7,1,EN LÍNEA,0,100.0,Excelente
20515,24.0,88.6,Baja,18,88.4,No,Alto,45,3,presencial,1,100.0,Excelente
20516,36.0,46.8,Media,6,97.54,No,MEDIO,31,0,EN LÍNEA,1,97.23,Excelente
20517,34.0,75.6,0,8,77.79,Si,Alto,1,0,híbrido,0,89.8,Bueno
20518,38.0,72.7,Media,11,33.04,1,Bajo,39,2,híbrido,0,61.62,Suficiente
20519,,33.6,Baja,15,,Si,Alto,34,5,presencial,1,51.0,Reprobado
20520,35.0,31.2,Alta,13,84.13,Si,Medio,46,6,Presencial,1,86.71,Bueno
20521,43.0,91.0,alta,9,,si,Medio,19,5,Presencial,1,100.0,Excelente
20522,,38.9,2,10,86.19,si,MEDIO,4,1,híbrido,0,96.98,Excelente
20523,0.0,30.6,0,7,89.74,NO,bajo,35,4,Presencial,1,68.84,Suficiente
20524,41.0,73.4,Media,8,72.13,1,,6,2,Presencial,0,100.0,Excelente
20525,,76.6,Baja,9,68.47,1,,25,7,en línea,0,94.26,Excelente
20526,13.0,61.5,media,16,42.97,NO,bajo,20,3,EN LÍNEA,1,44.57,Reprobado
20527,42.0,34.8,Media,14,45.65,NO,MEDIO,36,1,en línea,0,67.04,Suficiente
20528,23.0,94.0,Media,4,76.33,Si,bajo,17,5,EN LÍNEA,0,88.03,Bueno
20529,25.0,79.4,alta,8,71.06,No,,11,3,híbrido,0,66.89,Suficiente
20530,47.0,37.0,Alta,11,88.09,0,Bajo,18,5,en línea,1,83.04,Bueno
20531,14.0,76.0,Media,13,76.15,,bajo,38,7,presencial,1,60.31,Suficiente
20532,27.0,85.1,0,17,77.11,si,Alto,43,3,presencial,0,93.72,Excelente
20533,35.0,49.3,Baja,18,36.38,Si,Alto,20,7,en línea,0,47.66,Reprobado
20534,27.0,52.7,Alta,4,,NO,Bajo,24,3,EN LÍNEA,1,81.79,Bueno
20535,17.0,81.1,Media,1,99.78,Si,MEDIO,38,5,híbrido,0,83.57,Bueno
20536,15.0,30.7,Baja,11,52.0,1,MEDIO,28,1,EN LÍNEA,0,59.12,Reprobado
20537,8.0,85.7,Baja,14,59.84,NO,MEDIO,4,0,EN LÍNEA,0,62.72,Suficiente
20538,17.0,45.1,Alta,17,66.47,1,Medio,34,5,en línea,1,53.84,Reprobado
20539,0.0,40.6,2,19,62.11,Si,bajo,29,0,EN LÍNEA,0,50.49,Reprobado
20540,,43.4,Alta,0,38.27,si,,29,5,híbrido,1,72.44,Suficiente
20541,28.0,46.1,2,11,70.22,si,,16,7,en línea,0,65.9,Suficiente
20542,,90.5,alta,17,,NO,MEDIO,37,0,EN LÍNEA,0,94.75,Excelente
20543,25.0,83.7,Baja,9,70.84,0,Medio,21,3,Presencial,0,82.11,Bueno
20544,37.0,55.1,media,15,67.32,NO,Bajo,35,0,Presencial,1,83.27,Bueno
20545,10.0,44.4,media,12,38.59,NO,MEDIO,6,0,híbrido,0,24.42,Reprobado
20546,9.0,57.6,Baja,19,56.46,Si,Bajo,46,2,en línea,1,48.81,Reprobado
20547,8.0,44.3,ALTA,16,86.85,No,Alto,8,7,EN LÍNEA,1,68.04,Suficiente
20548,3.0,98.6,0,9,98.15,NO,Alto,0,1,Presencial,1,92.01,Excelente
20549,,91.9,0,7,99.41,Si,Medio,13,6,EN LÍNEA,0,100.0,Excelente
20550,24.0,70.6,0,17,83.06,si,MEDIO,6,0,EN LÍNEA,1,89.39,Bueno
20551,20.0,97.5,1,17,58.9,Si,Medio,26,1,EN LÍNEA,0,71.07,Suficiente
20552,42.0,89.6,2,18,32.22,,Alto,21,3,EN LÍNEA,0,63.58,Suficiente
20553,,61.2,2,0,64.96,Si,Medio,10,6,EN LÍNEA,0,63.76,Suficiente
20554,47.0,39.3,Baja,11,48.87,NO,Medio,16,3,en línea,0,92.18,Excelente
20555,28.0,87.5,media,18,51.82,1,,2,5,presencial,1,74.59,Suficiente
20556,25.0,45.8,Media,10,65.87,NO,Medio,27,6,híbrido,1,65.31,Suficiente
20557,44.0,41.7,ALTA,12,45.8,si,,28,5,EN LÍNEA,1,70.91,Suficiente
20558,39.0,38.0,Media,15,65.12,No,MEDIO,34,0,presencial,1,68.5,Suficiente
20559,12.0,46.1,0,12,93.31,Si,Alto,37,0,presencial,0,79.45,Bueno
20560,0.0,60.7,0,1,50.68,No,Medio,23,0,en línea,1,41.39,Reprobado
20561,36.0,91.2,Baja,19,60.92,si,bajo,14,2,Presencial,0,79.72,Bueno
20562,29.0,50.4,Media,11,,NO,bajo,5,5,EN LÍNEA,1,60.11,Suficiente
20563,4.0,31.9,Baja,12,75.6,1,bajo,5,3,Presencial,0,56.17,Reprobado
20564,29.0,63.7,Baja,7,87.74,Si,Alto,31,1,EN LÍNEA,0,95.73,Excelente
20565,20.0,60.4,Media,5,97.29,No,Alto,10,1,en línea,1,86.75,Bueno
20566,19.0,41.9,0,7,74.34,,Alto,18,0,Presencial,1,71.64,Suficiente
20567,0.0,36.7,0,14,53.73,1,Bajo,24,7,EN LÍNEA,0,41.6,Reprobado
20568,2.0,56.7,0,9,47.59,1,Bajo,28,1,híbrido,0,52.01,Reprobado
20569,9.0,68.1,Media,19,,NO,Medio,42,3,híbrido,1,47.63,Reprobado
20570,13.0,90.0,media,6,54.43,0,bajo,42,1,Presencial,0,48.88,Reprobado
20571,15.0,61.8,2,5,86.15,si,bajo,19,7,híbrido,0,80.93,Bueno
20572,34.0,61.2,media,1,85.82,1,MEDIO,24,4,híbrido,1,84.8,Bueno
20573,27.0,63.7,0,16,89.3,Si,Bajo,35,1,en línea,1,97.28,Excelente
20574,25.0,82.6,2,10,58.14,Si,MEDIO,17,2,presencial,0,76.23,Bueno
20575,27.0,98.2,1,9,74.61,NO,Bajo,43,6,EN LÍNEA,1,90.08,Excelente
20576,46.0,98.2,media,12,40.97,Si,Alto,9,0,Presencial,1,88.14,Bueno
20577,45.0,88.3,alta,11,73.18,1,Medio,41,6,híbrido,0,100.0,Excelente
20578,13.0,63.0,media,19,75.14,No,,4,0,Presencial,0,61.57,Suficiente
20579,29.0,50.0,Alta,5,72.58,No,,19,5,Presencial,0,66.81,Suficiente
20580,25.0,88.3,2,7,53.47,1,bajo,33,1,presencial,1,84.29,Bueno
20581,48.0,79.1,media,9,74.96,0,MEDIO,15,5,Presencial,1,92.51,Excelente
20582,14.0,70.9,0,10,30.07,si,Bajo,28,2,en línea,0,59.29,Reprobado
20583,4.0,95.5,2,14,60.18,Si,Alto,47,5,en línea,1,57.73,Reprobado
20584,3.0,30.5,media,14,62.53,No,Alto,34,6,EN LÍNEA,0,47.91,Reprobado
20585,18.0,63.9,ALTA,7,35.04,No,Bajo,29,4,presencial,0,49.84,Reprobado
20586,45.0,94.3,ALTA,18,34.41,NO,Bajo,15,3,presencial,0,79.17,Bueno
20587,47.0,39.2,media,13,88.67,NO,Alto,14,3,en línea,0,100.0,Excelente
20588,15.0,30.9,Baja,8,77.17,0,Alto,30,0,híbrido,1,62.25,Suficiente
20589,42.0,62.5,alta,11,74.46,si,MEDIO,42,0,presencial,0,100.0,Excelente
20590,22.0,32.8,Alta,8,56.48,NO,Medio,39,7,presencial,0,49.96,Reprobado
20591,29.0,38.0,Alta,14,,NO,Medio,30,1,híbrido,1,47.63,Reprobado
